JobLink,JobTitle,AccountName,JobLocation,JobDescription,JobId,PostDate,titleScore,State,CompanyLink
https://www.indeed.com/rc/clk?jk=30f064aa2d4091e3&fccid=a4e4e2eaf26690c9,"Finance & Risk Analytics Manager - Midwest Region, USA",Accenture,"Chicago, IL",Finance   Risk Analytics     Manager  North America  The ability to gain actionable insights from that data is critical to produce tangible results,30f064aa2d4091e3,2017-03-03,80,IL,https://www.accenture.com/
https://www.indeed.com/rc/clk?jk=bed2b9674aa4e0af&fccid=841c1bdac17aeefa,Senior Manager Data Management,Associa,"Richardson, TX",Perform data analysis and partner with IT to develop data roadmap and governance standards  The Senior Manager Data Management will work closely with various,bed2b9674aa4e0af,2017-03-11,80,TX,https://associaonline.com/
https://www.indeed.com/rc/clk?jk=604ceaed39d16367&fccid=4e041af1d0af1bc8,"Data Governance Manager, Senior",Booz Allen Hamilton,"Springfield, VA",Data Governance Manager  Senior  Document the data governance strategy and data governance activities specific to the stewardship of data to drive consistency,604ceaed39d16367,2017-03-01,95,VA,www.boozallen.com/
https://www.indeed.com/rc/clk?jk=b4adbdb00cdb5f54&fccid=ee3d5e34ea2dfc87,Master Data Manager,Florida Crystals Corporation,"West Palm Beach, FL",Educate and train data steward community on master data creation  maintenance and governance  Strive for ways to reduce master data management costs and,b4adbdb00cdb5f54,2017-03-09,80,FL,www.floridacrystals.com/home
https://www.indeed.com/rc/clk?jk=420e4d5ea3738206&fccid=053befe8409ab9e4,Master Data Manager -Shared Services,Sysco,"Cypress, TX",Provides day to day direction to SBS Finance Master Data staff including proactive guidance  troubleshooting support  and issue escalation Delegates work and,420e4d5ea3738206,2017-03-05,80,TX,www.sysco.com/
https://www.indeed.com/rc/clk?jk=8b9a16b98c632c07&fccid=9c874b53d20a7e1d,"Manager, Data Stewarding",American Red Cross,,Define and execute processes to monitor data governance policies and procedures to ensure data integrity and privacy  establish consistent data definitions  and,8b9a16b98c632c07,2017-03-11,85,,www.redcross.org/
https://www.indeed.com/rc/clk?jk=31bbe017e23be959&fccid=bad8532939715650,ArcSDE Data Manager,"Aptonet, Inc","Atlanta, GA",Creates data caches  Performs geospatial data processing ETL and publishing of data into enterprise geodatabases,31bbe017e23be959,2017-03-10,80,GA,https://www.aptonet.com/
https://www.indeed.com/rc/clk?jk=3180ee2dbc46cf1d&fccid=ae5bfc395c530fbc,RCA Manager 1 - Data Governance Lead,U.S. Bank,"Minneapolis, MN",RCA Manager 1   Data Governance Lead  Team of data owners  data stewards  data custodians  risk management and other influential stakeholders in the business,3180ee2dbc46cf1d,2017-03-08,95,MN,https://www.usbank.com/
https://www.indeed.com/rc/clk?jk=52550c65b625e95e&fccid=9dc52c567562261d,CRM Data Manager (Salesforce),"Competitor Group, Inc.","San Diego, CA",Manage and implement tools systems processes needed to build and maintain robust data standards and overall data governance,52550c65b625e95e,2017-03-10,80,CA,competitorgroup.com/
https://www.indeed.com/rc/clk?jk=781e6a3d221de786&fccid=0c1d1e60b24b650a,Data Governance Program Manager,Italent Corporation,"Mountain View, CA",Data Governance Program Manager  Strong understanding of data governance   operations  Partner with Director of Finance to establish a solid scalable Data,781e6a3d221de786,2017-03-10,95,CA,italentcorp.com/
https://www.indeed.com/rc/clk?jk=ef02322434917fc6&fccid=2e30d7a999c0f68e,Data Manager - Investments,Security Benefit Web,"Topeka, KS",The Data Manager will review and data context expert for Investments and ensures data accuracy through ensuring quality  reliability and availability of,ef02322434917fc6,2017-03-08,80,KS,https://www.securitybenefit.com/
https://www.indeed.com/rc/clk?jk=8d8933b450c29619&fccid=09fad757f3449fa5,Enterprise Data Governance Senior Manager,Td Ameritrade,"Omaha, NE",The Enterprise Data Governance Senior Manager serves as a leader in firm wide data governance to drive strategy  business engagement  cultural transformation,8d8933b450c29619,2017-03-05,95,NE,https://www.tdameritrade.com/
https://www.indeed.com/rc/clk?jk=7fd03d7620410949&fccid=3c41eea00c4f384f,Master Data Manager,Citrix,"Fort Lauderdale, FL",Master Data Manager  R6491 Master Data Manager  Open   The Master Data Manager is tasked with the governance  planning  and execution activities related to,7fd03d7620410949,2017-03-14,80,FL,https://www.citrix.com/
